Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
14.5400     -260023.493  -260037.754       14.261   294.2
14.5500     -260023.636  -260037.290       13.654   281.7
14.5600     -260022.896  -260037.468       14.572   300.6
14.5700     -260023.209  -260037.483       14.274   294.5
14.5800     -260023.431  -260037.416       13.985   288.5
14.5900     -260023.169  -260037.180       14.011   289.1
14.6000     -260022.879  -260037.286       14.407   297.2
14.6100     -260022.874  -260037.470       14.596   301.1
14.6200     -260022.493  -260037.316       14.823   305.8
14.6300     -260022.391  -260037.236       14.845   306.3
14.6400     -260023.114  -260037.930       14.815   305.6
14.6500     -260023.356  -260037.691       14.335   295.7
14.6600     -260023.002  -260037.704       14.702   303.3
14.6700     -260022.870  -260037.895       15.025   310.0
14.6800     -260022.764  -260037.091       14.327   295.6
14.6900     -260022.571  -260037.116       14.545   300.1
14.7000     -260022.627  -260036.057       13.430   277.1
14.7100     -260022.372  -260036.724       14.352   296.1
14.7200     -260022.127  -260036.970       14.842   306.2
14.7300     -260023.177  -260037.729       14.552   300.2
14.7400     -260023.145  -260037.454       14.309   295.2
14.7500     -260022.378  -260036.660       14.282   294.6
14.7600     -260022.627  -260036.781       14.155   292.0
14.7700     -260022.533  -260036.946       14.413   297.4
14.7800     -260022.380  -260036.666       14.287   294.7
14.7900     -260022.161  -260037.285       15.124   312.0
14.8000     -260022.015  -260036.793       14.778   304.9
14.8100     -260022.070  -260036.437       14.367   296.4
14.8200     -260021.731  -260035.525       13.793   284.6
14.8300     -260021.433  -260036.486       15.053   310.5
14.8400     -260021.159  -260036.577       15.418   318.1
14.8500     -260021.333  -260036.401       15.068   310.9
14.8600     -260021.521  -260035.957       14.436   297.8
14.8700     -260021.065  -260035.332       14.267   294.3
14.8800     -260021.261  -260036.342       15.081   311.1
14.8900     -260021.714  -260036.041       14.327   295.6
14.9000     -260021.925  -260036.462       14.537   299.9
14.9100     -260021.901  -260036.873       14.972   308.9
14.9200     -260021.017  -260036.324       15.307   315.8
14.9300     -260021.007  -260036.540       15.533   320.4
14.9400     -260020.918  -260036.135       15.217   313.9
14.9500     -260020.771  -260036.017       15.246   314.5
14.9600     -260020.395  -260036.600       16.205   334.3
14.9700     -260020.737  -260035.723       14.987   309.2
14.9800     -260020.489  -260035.477       14.988   309.2
14.9900     -260020.769  -260036.278       15.508   319.9
15.0000     -260020.317  -260035.827       15.510   320.0
15.0100     -260020.957  -260036.110       15.153   312.6
15.0200     -260020.964  -260035.665       14.701   303.3
15.0300     -260020.846  -260035.163       14.317   295.4
15.0400     -260021.090  -260035.330       14.240   293.8
15.0500     -260021.200  -260035.358       14.158   292.1
15.0600     -260021.157  -260035.664       14.507   299.3
15.0700     -260020.208  -260034.341       14.133   291.6
15.0800     -260019.913  -260035.140       15.227   314.1
15.0900     -260020.215  -260035.795       15.579   321.4
15.1000     -260020.489  -260035.717       15.228   314.2
15.1100     -260021.166  -260036.497       15.331   316.3
15.1200     -260021.228  -260036.142       14.914   307.7
15.1300     -260021.047  -260036.214       15.166   312.9
15.1400     -260020.935  -260036.155       15.219   314.0
15.1500     -260020.808  -260035.527       14.720   303.7
15.1600     -260021.049  -260035.374       14.326   295.5
15.1700     -260021.193  -260035.906       14.712   303.5
15.1800     -260021.003  -260035.442       14.439   297.9
15.1900     -260020.916  -260036.369       15.453   318.8
15.2000     -260020.739  -260036.074       15.335   316.4
15.2100     -260020.503  -260034.635       14.132   291.6
15.2200     -260020.496  -260034.988       14.492   299.0
15.2300     -260021.483  -260035.841       14.358   296.2
15.2400     -260021.691  -260036.103       14.411   297.3
15.2500     -260021.625  -260036.453       14.828   305.9
15.2600     -260021.536  -260036.480       14.944   308.3
15.2700     -260021.555  -260036.396       14.841   306.2
15.2800     -260021.393  -260035.891       14.497   299.1
15.2900     -260020.915  -260035.841       14.926   307.9
15.3000     -260022.021  -260036.845       14.824   305.8
15.3100     -260021.946  -260036.614       14.668   302.6
15.3200     -260022.566  -260036.727       14.161   292.1
15.3300     -260022.034  -260036.367       14.333   295.7
15.3400     -260022.286  -260036.977       14.691   303.1
15.3500     -260022.195  -260036.237       14.042   289.7
15.3600     -260022.282  -260036.890       14.608   301.4
15.3700     -260021.809  -260036.485       14.676   302.8
15.3800     -260021.437  -260036.229       14.793   305.2
15.3900     -260021.693  -260035.834       14.140   291.7
15.4000     -260020.970  -260035.722       14.751   304.3
15.4100     -260021.118  -260035.804       14.686   303.0
15.4200     -260021.467  -260036.359       14.892   307.2
15.4300     -260021.394  -260035.971       14.577   300.7
15.4400     -260020.817  -260036.078       15.262   314.9
15.4500     -260020.983  -260035.730       14.747   304.2
15.4600     -260020.822  -260035.324       14.501   299.2
15.4700     -260020.901  -260035.670       14.769   304.7
15.4800     -260021.676  -260036.309       14.633   301.9
15.4900     -260021.628  -260035.890       14.261   294.2
15.5000     -260021.860  -260036.684       14.824   305.8
15.5100     -260022.698  -260036.420       13.723   283.1
15.5200     -260022.593  -260036.430       13.837   285.5
15.5300     -260022.080  -260036.439       14.359   296.2
15.5400     -260022.354  -260037.101       14.747   304.2
15.5500     -260022.549  -260036.574       14.025   289.3
15.5600     -260022.676  -260036.373       13.697   282.6
15.5700     -260023.452  -260036.743       13.292   274.2
15.5800     -260023.084  -260037.355       14.271   294.4
15.5900     -260022.887  -260037.109       14.222   293.4
15.6000     -260022.647  -260036.808       14.161   292.2
15.6100     -260022.568  -260036.382       13.814   285.0
15.6200     -260022.617  -260036.575       13.958   288.0
15.6300     -260022.618  -260036.671       14.053   289.9
15.6400     -260022.417  -260036.348       13.930   287.4
15.6500     -260021.951  -260036.685       14.734   304.0
15.6600     -260022.469  -260036.774       14.305   295.1
15.6700     -260022.182  -260035.996       13.814   285.0
15.6800     -260022.079  -260035.661       13.582   280.2
15.6900     -260021.710  -260036.878       15.168   312.9
15.7000     -260021.490  -260036.742       15.252   314.6
15.7100     -260021.797  -260036.161       14.364   296.3
15.7200     -260021.418  -260036.260       14.842   306.2
15.7300     -260021.318  -260035.502       14.184   292.6
15.7400     -260021.365  -260035.748       14.383   296.7
15.7500     -260021.798  -260035.943       14.145   291.8
15.7600     -260021.567  -260035.219       13.652   281.7
15.7700     -260021.633  -260035.843       14.210   293.1
15.7800     -260021.930  -260036.420       14.490   298.9
15.7900     -260021.063  -260035.859       14.796   305.2
15.8000     -260021.700  -260036.049       14.348   296.0
15.8100     -260021.550  -260035.683       14.133   291.6
15.8200     -260021.369  -260035.377       14.008   289.0
15.8300     -260021.143  -260035.538       14.395   297.0
15.8400     -260021.532  -260036.508       14.976   309.0
15.8500     -260021.904  -260035.686       13.782   284.3
15.8600     -260021.794  -260036.139       14.346   296.0
15.8700     -260022.370  -260036.732       14.363   296.3
15.8800     -260021.990  -260036.996       15.006   309.6
15.8900     -260022.131  -260037.046       14.915   307.7
15.9000     -260022.607  -260036.830       14.223   293.4
15.9100     -260022.416  -260036.724       14.308   295.2
15.9200     -260022.177  -260036.274       14.097   290.8
15.9300     -260021.465  -260036.342       14.877   306.9
15.9400     -260021.497  -260036.140       14.644   302.1
15.9500     -260021.644  -260036.033       14.388   296.8
15.9600     -260022.039  -260036.039       14.000   288.8
15.9700     -260021.922  -260036.524       14.602   301.2
15.9800     -260021.970  -260036.852       14.882   307.0
15.9900     -260021.829  -260036.270       14.441   297.9
16.0000     -260021.923  -260035.971       14.049   289.8
16.0100     -260021.376  -260035.305       13.929   287.4
16.0200     -260021.662  -260035.304       13.642   281.4
16.0300     -260021.583  -260035.489       13.906   286.9
16.0400     -260021.466  -260036.367       14.902   307.4
16.0500     -260020.901  -260035.867       14.967   308.8
16.0600     -260021.532  -260035.973       14.441   297.9
16.0700     -260021.672  -260036.404       14.732   303.9
16.0800     -260021.725  -260036.369       14.643   302.1
16.0900     -260021.808  -260036.084       14.276   294.5
16.1000     -260021.459  -260035.358       13.898   286.7
16.1100     -260021.217  -260034.902       13.685   282.3
16.1200     -260020.644  -260034.910       14.266   294.3
16.1300     -260020.132  -260035.113       14.981   309.1
16.1400     -260020.245  -260034.777       14.532   299.8
16.1500     -260019.984  -260034.295       14.311   295.2
16.1600     -260020.468  -260034.993       14.524   299.6
16.1700     -260021.300  -260035.854       14.555   300.3
16.1800     -260021.228  -260035.411       14.183   292.6
16.1900     -260021.217  -260035.226       14.009   289.0
16.2000     -260020.991  -260035.925       14.934   308.1
16.2100     -260021.085  -260036.068       14.983   309.1
16.2200     -260021.299  -260035.816       14.517   299.5
16.2300     -260021.463  -260035.101       13.638   281.4
16.2400     -260021.387  -260035.524       14.137   291.6
16.2500     -260021.455  -260035.562       14.107   291.0
16.2600     -260021.936  -260035.608       13.672   282.1
16.2700     -260021.563  -260034.983       13.420   276.9
16.2800     -260021.595  -260035.387       13.792   284.5
16.2900     -260021.283  -260036.222       14.938   308.2
16.3000     -260021.575  -260035.551       13.976   288.3
16.3100     -260020.762  -260035.351       14.589   301.0
16.3200     -260020.438  -260034.697       14.259   294.2
16.3300     -260020.124  -260034.267       14.142   291.8
16.3400     -260020.570  -260034.531       13.961   288.0
16.3500     -260020.854  -260034.296       13.442   277.3
16.3600     -260020.464  -260034.411       13.947   287.7
16.3700     -260020.350  -260034.668       14.318   295.4
16.3800     -260020.350  -260034.964       14.614   301.5
16.3900     -260020.411  -260034.471       14.060   290.1
16.4000     -260020.119  -260034.299       14.180   292.5
16.4100     -260020.668  -260034.953       14.285   294.7
16.4200     -260020.847  -260034.995       14.148   291.9
16.4300     -260020.755  -260034.737       13.983   288.5
16.4400     -260020.773  -260034.514       13.741   283.5
16.4500     -260020.987  -260035.463       14.476   298.7
16.4600     -260021.050  -260036.322       15.271   315.1
16.4700     -260021.172  -260035.668       14.496   299.1
16.4800     -260021.743  -260035.806       14.064   290.1
16.4900     -260021.180  -260036.167       14.987   309.2
16.5000     -260020.975  -260035.654       14.678   302.8
16.5100     -260021.621  -260036.233       14.612   301.5
16.5200     -260021.570  -260036.582       15.012   309.7
16.5300     -260021.715  -260036.493       14.779   304.9
16.5400     -260021.292  -260035.991       14.699   303.2
16.5500     -260021.365  -260035.580       14.214   293.2
16.5600     -260021.337  -260036.402       15.065   310.8
16.5700     -260020.575  -260036.095       15.520   320.2
16.5800     -260020.029  -260035.851       15.822   326.4
16.5900     -260019.605  -260035.057       15.452   318.8
16.6000     -260019.636  -260035.230       15.595   321.7
16.6100     -260019.757  -260034.833       15.076   311.0
16.6200     -260019.685  -260034.972       15.287   315.4
16.6300     -260019.747  -260035.612       15.865   327.3
16.6400     -260019.876  -260035.595       15.719   324.3
16.6500     -260020.265  -260035.653       15.387   317.4
16.6600     -260020.380  -260035.373       14.993   309.3
16.6700     -260020.316  -260034.542       14.226   293.5
16.6800     -260020.691  -260035.277       14.586   300.9
16.6900     -260020.570  -260035.338       14.767   304.7
16.7000     -260020.098  -260034.982       14.884   307.1
16.7100     -260020.503  -260035.353       14.851   306.4
16.7200     -260020.778  -260034.811       14.033   289.5
16.7300     -260020.238  -260034.561       14.322   295.5
16.7400     -260020.141  -260034.993       14.852   306.4
16.7500     -260020.324  -260035.139       14.815   305.6
16.7600     -260020.227  -260034.406       14.179   292.5
16.7700     -260019.812  -260034.300       14.487   298.9
16.7800     -260019.608  -260034.760       15.151   312.6
16.7900     -260019.861  -260034.769       14.908   307.6
16.8000     -260019.481  -260035.070       15.589   321.6
16.8100     -260019.944  -260034.449       14.505   299.2
16.8200     -260020.613  -260035.822       15.210   313.8
16.8300     -260020.223  -260035.677       15.454   318.8
16.8400     -260020.375  -260035.336       14.961   308.6
16.8500     -260019.972  -260034.822       14.851   306.4
16.8600     -260020.239  -260035.498       15.259   314.8
16.8700     -260019.721  -260035.221       15.500   319.8
16.8800     -260019.838  -260034.737       14.900   307.4
16.8900     -260019.770  -260035.047       15.277   315.2
16.9000     -260019.851  -260035.184       15.333   316.3
16.9100     -260020.173  -260035.528       15.354   316.8
16.9200     -260020.123  -260035.574       15.450   318.7
16.9300     -260020.693  -260035.320       14.627   301.8
16.9400     -260020.710  -260034.933       14.223   293.4
16.9500     -260020.792  -260035.979       15.187   313.3
16.9600     -260020.538  -260035.726       15.188   313.3
16.9700     -260019.978  -260035.501       15.522   320.2
16.9800     -260019.850  -260034.974       15.124   312.0
16.9900     -260019.847  -260033.892       14.045   289.8
17.0000     -260020.182  -260035.459       15.277   315.2
17.0100     -260020.652  -260036.184       15.532   320.4
17.0200     -260021.095  -260035.704       14.609   301.4
17.0300     -260021.827  -260036.175       14.349   296.0
17.0400     -260021.682  -260036.341       14.659   302.4
17.0500     -260021.975  -260036.270       14.295   294.9
17.0600     -260022.382  -260036.918       14.535   299.9
17.0700     -260022.375  -260037.265       14.889   307.2
17.0800     -260022.226  -260037.261       15.035   310.2
17.0900     -260022.370  -260036.634       14.264   294.3
17.1000     -260022.557  -260036.792       14.235   293.7
17.1100     -260022.928  -260036.819       13.891   286.6
17.1200     -260023.119  -260037.053       13.934   287.5
17.1300     -260022.405  -260036.584       14.179   292.5
17.1400     -260022.102  -260036.609       14.507   299.3
17.1500     -260022.471  -260036.529       14.058   290.0
17.1600     -260022.237  -260036.790       14.554   300.2
17.1700     -260022.241  -260036.471       14.230   293.6
17.1800     -260022.463  -260036.253       13.790   284.5
17.1900     -260022.004  -260036.554       14.550   300.2
17.2000     -260022.586  -260037.203       14.617   301.6
17.2100     -260022.581  -260036.945       14.364   296.3
17.2200     -260022.153  -260036.315       14.162   292.2
17.2300     -260022.376  -260036.784       14.407   297.2
17.2400     -260022.553  -260037.371       14.819   305.7
17.2500     -260021.875  -260036.586       14.712   303.5
17.2600     -260021.933  -260036.490       14.557   300.3
17.2700     -260022.142  -260035.655       13.513   278.8
17.2800     -260022.234  -260036.454       14.220   293.4
17.2900     -260021.678  -260036.793       15.116   311.8
17.3000     -260021.627  -260036.317       14.691   303.1
17.3100     -260021.787  -260036.429       14.642   302.1
17.3200     -260021.902  -260036.321       14.419   297.5
17.3300     -260022.160  -260036.578       14.418   297.4
17.3400     -260022.469  -260036.502       14.033   289.5
17.3500     -260022.445  -260035.913       13.468   277.8
17.3600     -260021.875  -260036.545       14.669   302.6
17.3700     -260022.065  -260035.987       13.922   287.2
17.3800     -260021.669  -260036.670       15.001   309.5
17.3900     -260021.468  -260036.780       15.313   315.9
17.4000     -260021.199  -260036.312       15.113   311.8
17.4100     -260020.943  -260035.834       14.891   307.2
17.4200     -260020.925  -260035.533       14.607   301.3
17.4300     -260021.255  -260035.709       14.454   298.2
17.4400     -260021.319  -260035.489       14.171   292.3
17.4500     -260021.693  -260035.750       14.057   290.0
17.4600     -260021.449  -260035.750       14.301   295.0
17.4700     -260020.780  -260035.706       14.926   307.9
17.4800     -260020.832  -260036.167       15.335   316.4
17.4900     -260020.457  -260036.085       15.628   322.4
17.5000     -260020.868  -260035.760       14.892   307.2
17.5100     -260021.096  -260036.214       15.119   311.9
17.5200     -260021.268  -260035.321       14.053   289.9
17.5300     -260021.115  -260035.507       14.391   296.9
17.5400     -260020.936  -260036.022       15.086   311.2
17.5500     -260020.839  -260035.851       15.012   309.7
17.5600     -260020.678  -260034.766       14.088   290.6
17.5700     -260020.859  -260035.083       14.224   293.4
17.5800     -260021.077  -260036.237       15.160   312.8
17.5900     -260021.591  -260036.556       14.965   308.7
17.6000     -260021.455  -260036.800       15.345   316.6
17.6100     -260021.425  -260036.139       14.713   303.5
17.6200     -260021.569  -260035.598       14.028   289.4
17.6300     -260020.362  -260035.328       14.966   308.7
17.6400     -260020.559  -260034.941       14.381   296.7
17.6500     -260020.770  -260035.286       14.516   299.5
17.6600     -260020.536  -260035.444       14.909   307.6
17.6700     -260020.368  -260034.739       14.371   296.5
17.6800     -260020.403  -260034.908       14.505   299.2
17.6900     -260020.250  -260035.540       15.290   315.4
17.7000     -260020.504  -260036.125       15.622   322.3
17.7100     -260021.130  -260036.089       14.958   308.6
17.7200     -260021.653  -260036.601       14.947   308.4
17.7300     -260022.052  -260036.806       14.754   304.4
17.7400     -260021.902  -260036.247       14.346   296.0
17.7500     -260021.715  -260035.816       14.101   290.9
17.7600     -260022.055  -260036.312       14.257   294.1
17.7700     -260022.060  -260036.635       14.575   300.7
17.7800     -260022.304  -260036.276       13.973   288.3
17.7900     -260021.798  -260036.143       14.345   295.9
17.8000     -260022.131  -260035.804       13.673   282.1
17.8100     -260022.291  -260035.954       13.663   281.9
17.8200     -260022.434  -260035.862       13.429   277.0
17.8300     -260021.590  -260035.872       14.282   294.6
17.8400     -260021.763  -260037.211       15.447   318.7
17.8500     -260022.205  -260036.618       14.412   297.3
17.8600     -260021.522  -260035.885       14.362   296.3
17.8700     -260021.529  -260036.452       14.923   307.9
17.8800     -260021.502  -260037.769       16.267   335.6
17.8900     -260021.675  -260036.976       15.301   315.7
17.9000     -260022.347  -260036.159       13.812   284.9
17.9100     -260022.053  -260036.836       14.783   305.0
17.9200     -260022.129  -260037.186       15.057   310.6
17.9300     -260022.191  -260036.145       13.954   287.9
17.9400     -260021.617  -260036.141       14.524   299.6
17.9500     -260021.321  -260036.099       14.779   304.9
17.9600     -260022.016  -260036.417       14.401   297.1
17.9700     -260021.491  -260035.067       13.577   280.1
17.9800     -260021.658  -260036.410       14.752   304.3
17.9900     -260021.785  -260036.652       14.867   306.7
18.0000     -260022.182  -260036.979       14.797   305.3
18.0100     -260022.558  -260036.967       14.409   297.3
18.0200     -260022.421  -260036.487       14.066   290.2
18.0300     -260021.906  -260035.711       13.805   284.8
18.0400     -260021.587  -260035.678       14.090   290.7
18.0500     -260021.192  -260036.832       15.639   322.6
18.0600     -260020.719  -260035.908       15.189   313.4
18.0700     -260019.962  -260035.742       15.780   325.5
18.0800     -260020.275  -260035.667       15.392   317.5
18.0900     -260020.298  -260035.021       14.723   303.7
18.1000     -260020.149  -260035.928       15.778   325.5
18.1100     -260020.466  -260035.747       15.282   315.3
18.1200     -260020.425  -260035.374       14.949   308.4
18.1300     -260020.313  -260035.365       15.052   310.5
18.1400     -260020.461  -260035.737       15.276   315.1
18.1500     -260020.708  -260035.822       15.115   311.8
18.1600     -260020.673  -260035.432       14.759   304.5
18.1700     -260020.843  -260035.673       14.830   305.9
18.1800     -260020.462  -260035.622       15.161   312.8
18.1900     -260020.430  -260035.601       15.171   313.0
18.2000     -260020.220  -260035.020       14.800   305.3
18.2100     -260020.159  -260035.263       15.105   311.6
18.2200     -260020.339  -260035.399       15.060   310.7
18.2300     -260020.387  -260034.983       14.596   301.1
18.2400     -260020.697  -260035.119       14.422   297.5
18.2500     -260021.528  -260036.071       14.543   300.0
18.2600     -260022.138  -260036.502       14.364   296.3
18.2700     -260022.043  -260036.812       14.768   304.7
18.2800     -260022.216  -260036.267       14.051   289.9
18.2900     -260022.103  -260036.900       14.797   305.3
18.3000     -260022.205  -260037.262       15.057   310.6
18.3100     -260021.950  -260036.333       14.383   296.7
18.3200     -260022.023  -260036.879       14.856   306.5
18.3300     -260022.042  -260036.915       14.873   306.8
18.3400     -260021.838  -260037.111       15.273   315.1
18.3500     -260021.841  -260036.589       14.748   304.3
18.3600     -260021.554  -260036.341       14.787   305.1
18.3700     -260022.435  -260035.263       12.828   264.6
18.3800     -260022.608  -260036.061       13.453   277.5
18.3900     -260022.256  -260036.571       14.315   295.3
18.4000     -260021.734  -260035.969       14.235   293.7
18.4100     -260021.201  -260035.488       14.286   294.7
18.4200     -260021.742  -260036.022       14.280   294.6
18.4300     -260022.273  -260036.706       14.433   297.8
18.4400     -260022.022  -260036.202       14.180   292.5
18.4500     -260020.936  -260035.732       14.796   305.2
18.4600     -260021.469  -260036.519       15.050   310.5
18.4700     -260022.090  -260036.528       14.439   297.9
18.4800     -260021.713  -260036.439       14.725   303.8
18.4900     -260021.674  -260036.040       14.366   296.4
18.5000     -260021.436  -260036.177       14.742   304.1
18.5100     -260021.090  -260035.793       14.704   303.3
18.5200     -260020.732  -260035.579       14.847   306.3
18.5300     -260020.932  -260035.950       15.018   309.8
18.5400     -260020.532  -260035.605       15.073   311.0
18.5500     -260020.515  -260035.238       14.723   303.7
18.5600     -260020.941  -260035.322       14.381   296.7
18.5700     -260021.003  -260035.938       14.935   308.1
18.5800     -260021.165  -260036.426       15.261   314.8
18.5900     -260020.848  -260034.698       13.850   285.7
18.6000     -260020.943  -260035.604       14.661   302.5
18.6100     -260021.321  -260035.084       13.763   283.9
18.6200     -260022.061  -260036.046       13.985   288.5
18.6300     -260021.815  -260035.919       14.104   291.0
18.6400     -260021.560  -260035.754       14.194   292.8
18.6500     -260021.920  -260036.256       14.336   295.7
18.6600     -260021.807  -260036.442       14.634   301.9
18.6700     -260022.045  -260036.264       14.220   293.4
18.6800     -260021.702  -260035.061       13.359   275.6
18.6900     -260021.981  -260036.245       14.264   294.3
18.7000     -260022.094  -260036.099       14.005   288.9
18.7100     -260021.604  -260035.907       14.303   295.1
18.7200     -260021.223  -260035.956       14.732   303.9
18.7300     -260021.427  -260035.832       14.405   297.2
18.7400     -260021.612  -260035.783       14.170   292.3
18.7500     -260021.457  -260036.505       15.048   310.4
18.7600     -260021.524  -260035.919       14.395   297.0
18.7700     -260021.209  -260036.169       14.960   308.6
18.7800     -260021.003  -260035.403       14.400   297.1
18.7900     -260021.682  -260036.116       14.434   297.8
18.8000     -260021.761  -260036.178       14.417   297.4
18.8100     -260022.341  -260037.030       14.689   303.0
18.8200     -260022.216  -260036.132       13.916   287.1
18.8300     -260022.228  -260036.265       14.037   289.6
18.8400     -260021.868  -260035.866       13.998   288.8
18.8500     -260021.842  -260036.557       14.714   303.6
18.8600     -260022.327  -260036.521       14.194   292.8
18.8700     -260022.880  -260036.981       14.101   290.9
18.8800     -260022.777  -260037.331       14.554   300.3
18.8900     -260022.619  -260037.739       15.120   311.9
18.9000     -260022.595  -260037.390       14.795   305.2
18.9100     -260022.998  -260037.341       14.343   295.9
18.9200     -260023.087  -260037.639       14.552   300.2
18.9300     -260023.329  -260037.718       14.389   296.9
18.9400     -260023.919  -260038.294       14.375   296.6
18.9500     -260024.351  -260038.293       13.942   287.6
18.9600     -260024.042  -260037.865       13.823   285.2
18.9700     -260023.544  -260037.618       14.073   290.3
18.9800     -260023.021  -260037.794       14.773   304.8
18.9900     -260023.004  -260037.051       14.047   289.8
19.0000     -260022.847  -260036.979       14.132   291.5
19.0100     -260022.280  -260036.614       14.334   295.7
19.0200     -260022.767  -260037.161       14.394   297.0
19.0300     -260022.459  -260036.625       14.167   292.3
19.0400     -260022.745  -260037.272       14.526   299.7
19.0500     -260022.705  -260036.829       14.125   291.4
19.0600     -260021.733  -260036.949       15.215   313.9
19.0700     -260022.467  -260036.835       14.368   296.4
19.0800     -260022.476  -260036.649       14.173   292.4
19.0900     -260022.146  -260036.362       14.216   293.3
19.1000     -260021.962  -260036.165       14.202   293.0
19.1100     -260021.932  -260036.162       14.230   293.6
19.1200     -260021.802  -260035.880       14.077   290.4
19.1300     -260022.117  -260036.215       14.098   290.9
19.1400     -260021.989  -260036.460       14.471   298.5
19.1500     -260021.952  -260036.259       14.308   295.2
19.1600     -260022.564  -260037.439       14.875   306.9
19.1700     -260022.624  -260037.111       14.487   298.9
19.1800     -260022.501  -260037.051       14.551   300.2
19.1900     -260022.737  -260036.682       13.946   287.7
19.2000     -260022.505  -260036.517       14.013   289.1
19.2100     -260022.473  -260037.007       14.535   299.9
19.2200     -260022.252  -260036.891       14.639   302.0
19.2300     -260022.173  -260036.447       14.274   294.5
19.2400     -260022.547  -260036.570       14.023   289.3
19.2500     -260022.700  -260036.795       14.095   290.8
19.2600     -260022.397  -260036.602       14.205   293.1
19.2700     -260022.410  -260036.454       14.045   289.7
19.2800     -260022.237  -260036.698       14.460   298.3
19.2900     -260022.382  -260037.692       15.310   315.9
19.3000     -260022.705  -260037.587       14.882   307.0
19.3100     -260022.885  -260036.697       13.812   284.9
19.3200     -260022.650  -260037.094       14.445   298.0
19.3300     -260023.150  -260037.282       14.131   291.5
19.3400     -260023.652  -260037.186       13.534   279.2
19.3500     -260023.939  -260037.193       13.254   273.4
19.3600     -260024.164  -260037.829       13.665   281.9
19.3700     -260024.344  -260038.176       13.832   285.4
19.3800     -260024.879  -260037.285       12.407   256.0
19.3900     -260023.722  -260037.790       14.069   290.2
19.4000     -260023.428  -260038.025       14.596   301.1
19.4100     -260023.601  -260037.267       13.666   281.9
19.4200     -260023.309  -260036.600       13.291   274.2
19.4300     -260023.527  -260037.895       14.368   296.4
19.4400     -260023.264  -260037.291       14.027   289.4
19.4500     -260023.510  -260038.840       15.330   316.3
19.4600     -260023.081  -260038.225       15.144   312.4
19.4700     -260022.549  -260037.041       14.493   299.0
19.4800     -260022.641  -260037.061       14.420   297.5
19.4900     -260023.183  -260037.215       14.032   289.5
19.5000     -260023.472  -260037.305       13.832   285.4
19.5100     -260022.530  -260036.628       14.099   290.9
19.5200     -260022.210  -260036.619       14.409   297.3
19.5300     -260022.563  -260037.467       14.905   307.5
19.5400     -260021.947  -260037.323       15.376   317.2
19.5500     -260021.889  -260036.188       14.300   295.0
19.5600     -260021.863  -260036.123       14.260   294.2
19.5700     -260021.703  -260036.431       14.728   303.8
19.5800     -260022.137  -260037.768       15.631   322.5
19.5900     -260021.720  -260036.815       15.095   311.4
19.6000     -260021.430  -260036.217       14.787   305.1
19.6100     -260020.896  -260036.364       15.469   319.1
19.6200     -260021.087  -260035.667       14.580   300.8
19.6300     -260021.097  -260035.584       14.487   298.9
19.6400     -260021.136  -260036.453       15.317   316.0
19.6500     -260021.392  -260036.830       15.439   318.5
19.6600     -260020.906  -260035.398       14.492   299.0
19.6700     -260020.653  -260035.814       15.160   312.8
19.6800     -260020.962  -260036.688       15.725   324.4
19.6900     -260020.177  -260035.240       15.063   310.8
19.7000     -260020.635  -260035.367       14.733   303.9
19.7100     -260021.437  -260035.819       14.381   296.7
19.7200     -260021.293  -260036.351       15.059   310.7
19.7300     -260020.799  -260035.012       14.213   293.2
19.7400     -260020.417  -260035.318       14.901   307.4
19.7500     -260020.984  -260036.654       15.670   323.3
19.7600     -260021.046  -260036.818       15.772   325.4
19.7700     -260021.063  -260036.298       15.235   314.3
19.7800     -260021.368  -260036.439       15.071   310.9
19.7900     -260021.877  -260036.998       15.121   311.9
19.8000     -260022.061  -260036.841       14.780   304.9
19.8100     -260022.232  -260037.123       14.891   307.2
19.8200     -260021.874  -260036.326       14.452   298.1
19.8300     -260021.469  -260036.369       14.899   307.4
19.8400     -260021.726  -260036.429       14.703   303.3
19.8500     -260021.728  -260037.225       15.496   319.7
19.8600     -260021.503  -260037.100       15.597   321.8
19.8700     -260021.456  -260036.724       15.268   315.0
19.8800     -260021.430  -260036.528       15.098   311.5
19.8900     -260021.628  -260036.914       15.286   315.4
19.9000     -260021.177  -260036.385       15.208   313.7
19.9100     -260021.185  -260036.153       14.968   308.8
19.9200     -260020.485  -260035.907       15.422   318.2
19.9300     -260020.809  -260036.841       16.032   330.8
19.9400     -260021.012  -260036.402       15.390   317.5
19.9500     -260021.137  -260036.214       15.077   311.0
19.9600     -260020.671  -260035.865       15.194   313.5
19.9700     -260021.207  -260036.724       15.517   320.1
19.9800     -260021.395  -260036.392       14.997   309.4
19.9900     -260021.342  -260036.145       14.803   305.4
20.0000     -260021.097  -260036.149       15.053   310.5
